ts_code,trade_date,close,open,high,low,pre_close,change,pct_change,vol,amount,create_time
931521.CSI,20250815,2868.6356,2826.4237,2869.6222,2826.4237,2833.3185,35.3171,1.2465,15640654.72,38482866.24,2025-08-15 17:53:38
931522.CSI,20250815,1721.4318,1704.788,1721.5522,1704.788,1709.6629,11.7689,0.6884,15901536.66,28408745.613,2025-08-15 17:53:38
931523.CSI,20250815,1102.7932,1093.5771,1104.176,1087.4713,1100.2463,2.5469,0.2315,13945742.08,33389643.667,2025-08-15 19:11:49
931524.CSI,20250815,2496.4453,2465.6011,2498.2777,2460.7306,2480.2725,16.1728,0.6521,35389351.53,142437225.85,2025-08-15 19:11:49
931526.CSI,20250815,1195.1336,1158.1583,1202.2701,1158.1583,1161.7146,33.419,2.8767,33591011.17,119182914.0,2025-08-15 17:53:38
931529.CSI,20250815,1843.5447,1812.2809,1846.1555,1809.7207,1819.9962,23.5485,1.2939,28494891.14,81206068.31,2025-08-15 17:53:38
931554.CSI,20250815,1720.2856,1699.7516,1722.8243,1699.7516,1701.9305,18.3551,1.0785,47173613.23,116897029.034,2025-08-15 19:11:49
931559.CSI,20250815,2104.2477,2048.8042,2106.2961,2048.8042,2050.186,54.0617,2.6369,17135219.62,76996650.82,2025-08-15 17:53:38
931573.CSI,20250815,3495.3288,3454.7139,3497.5469,3444.1794,3483.52,11.8088,0.339,35766803.98,92383731.917,2025-08-15 19:11:49
931574.CSI,20250815,1817.6633,1804.8436,1818.5622,1799.9346,1825.6869,-8.0236,-0.4395,35805050.98,97444842.669,2025-08-15 19:11:49
931575.CSI,20250815,4606.9416,4554.263,4608.0156,4552.7719,4567.0535,39.8881,0.8734,28606875.21,102183612.198,2025-08-15 19:11:49
931579.CSI,20250815,7120.6299,6973.6143,7125.6071,6973.6143,6983.8758,136.7541,1.9581,39285349.22,101619967.134,2025-08-15 17:53:38
931580.CSI,20250815,787.3025,779.6022,787.922,777.3098,783.3712,3.9313,0.5018,30527692.8,41032442.091,2025-08-15 19:11:49
931581.CSI,20250815,1715.4103,1694.8025,1720.699,1693.4661,1696.8078,18.6025,1.0963,19023807.77,20797564.0,2025-08-15 17:53:38
931582.CSI,20250815,1289.8025,1248.3402,1295.2558,1247.1459,1254.8876,34.9149,2.7823,35033429.1,162580615.348,2025-08-15 17:53:38
931583.CSI,20250815,1766.9149,1729.5875,1768.0778,1725.6666,1742.8201,24.0948,1.3825,49818167.06,190511077.51,2025-08-15 19:11:49
931585.CSI,20250815,788.1463,772.4057,788.3278,772.4057,774.4202,13.7261,1.7724,15326586.4,39478696.957,2025-08-15 17:53:38
931586.CSI,20250815,7301.5739,7256.4953,7323.4987,7243.6132,7272.7944,28.7795,0.3957,76133133.68,150917512.042,2025-08-15 17:53:38
931587.CSI,20250815,20615.2125,20273.3885,20616.6098,20271.7805,20312.1764,303.0361,1.4919,34505879.63,39372618.194,2025-08-15 17:53:38
931588.CSI,20250815,34844.2077,34284.1163,34847.632,34284.1163,34301.1419,543.0658,1.5832,37351824.76,39733616.405,2025-08-15 17:53:38
931589.CSI,20250815,8141.3487,8043.1707,8167.694,8030.2725,8065.0861,76.2626,0.9456,75378912.02,219166578.262,2025-08-15 17:53:38
931590.CSI,20250815,24880.0991,24257.9665,24908.817,24257.9665,24321.9846,558.1145,2.2947,33176794.07,85398558.27,2025-08-15 17:53:38
931591.CSI,20250815,30374.2467,29611.2291,30387.5096,29609.0438,29703.1636,671.0831,2.2593,27949815.99,70649076.655,2025-08-15 17:53:38
931593.CSI,20250815,2925.1993,2874.9205,2936.2155,2873.5418,2881.5962,43.6031,1.5132,23995375.33,135850506.47,2025-08-15 17:53:38
931594.CSI,20250815,765.6449,752.904,765.7055,752.904,754.293,11.3519,1.505,14113617.59,39602050.893,2025-08-15 17:53:38
931596.CSI,20250815,1615.6248,1582.2307,1618.691,1580.6997,1586.5433,29.0815,1.833,18780256.72,55135773.672,2025-08-15 19:11:49
931598.CSI,20250815,1393.0043,1384.1363,1396.9615,1381.7309,1387.2657,5.7386,0.4137,261327566.45,518686873.456,2025-08-15 17:53:38
931599.CSI,20250815,1648.6772,1619.4706,1648.7897,1619.3306,1623.8998,24.7774,1.5258,11370138.49,18464397.738,2025-08-15 17:53:38
931637.CSI,20250815,1118.1887,1104.3465,1120.5337,1101.0496,1113.4507,4.738,0.4255,21471375.82,58233082.466,2025-08-15 19:11:49
931643.CSI,20250815,1445.2496,1420.1838,1447.1614,1420.1838,1426.7562,18.4934,1.2962,13067843.31,101509895.957,2025-08-15 17:53:38
931646.CSI,20250815,2002.4737,1980.9336,2004.5045,1975.5126,1994.8533,7.6204,0.382,23416436.28,74651467.288,2025-08-15 19:11:49
931647.CSI,20250815,5996.7663,5932.9951,6013.9365,5932.0529,5950.5972,46.1691,0.7759,165790089.76,412613799.13,2025-08-15 17:53:38
931648.CSI,20250815,1187.9071,1162.5625,1188.0605,1162.5625,1164.9994,22.9077,1.9663,185965076.82,294684868.473,2025-08-15 17:53:38
931652.CSI,20250815,2114.7504,2077.7265,2115.1965,2077.7265,2079.104,35.6464,1.7145,7329474.72,15920011.138,2025-08-15 17:53:38
931663.CSI,20250815,2141.144,2136.5886,2143.2115,2122.9765,2146.9503,-5.8063,-0.2704,12189511.23,59638197.967,2025-08-15 19:11:49
931672.CSI,20250815,1600.8166,1551.0423,1603.9094,1551.0423,1553.7726,47.044,3.0277,17074480.09,24084405.134,2025-08-15 17:53:38
931687.CSI,20250815,1640.6307,1633.4358,1645.3089,1630.2426,1637.32,3.3107,0.2022,43296263.64,118468890.934,2025-08-15 17:53:38
931695.CSI,20250815,2158.8445,2129.333,2159.0856,2129.333,2136.889,21.9555,1.0275,35183470.38,68131716.034,2025-08-15 17:53:38
931696.CSI,20250815,16883.5262,16554.0461,16906.5867,16552.2566,16693.6008,189.9254,1.1377,26137275.08,154958711.159,2025-08-15 17:53:38
931697.CSI,20250815,8519.3385,8431.6665,8530.9817,8419.4103,8448.539,70.7995,0.838,16753885.68,56781793.432,2025-08-15 17:53:38
931698.CSI,20250815,8366.5478,8286.9971,8391.6533,8251.7586,8313.1545,53.3933,0.6423,10833211.53,33251078.931,2025-08-15 17:53:38
931718.CSI,20250815,2235.3201,2203.3841,2241.9211,2203.3841,2211.5952,23.7249,1.0728,26332077.61,137262762.362,2025-08-15 17:53:38
931719.CSI,20250815,2829.5442,2728.6464,2837.7201,2728.6464,2731.7649,97.7793,3.5793,17371798.72,56021901.429,2025-08-15 17:53:38
931722.CSI,20250815,1330.0668,1334.2959,1336.7904,1326.4111,1335.6638,-5.597,-0.419,11367834.02,11888766.79,2025-08-15 19:11:49
931725.CSI,20250815,7780.4021,7660.8098,7800.6762,7660.7664,7676.6173,103.7848,1.352,159550254.22,439687537.276,2025-08-15 17:53:38
931733.CSI,20250815,4089.6635,3991.9981,4102.15,3991.862,4005.0464,84.6171,2.1128,23491172.4,66862753.465,2025-08-15 17:53:38
931743.CSI,20250815,3759.1689,3676.2982,3765.5763,3658.8076,3684.2623,74.9066,2.0332,6554725.24,25618739.966,2025-08-15 17:53:38
931746.CSI,20250815,3008.9954,2925.3033,3021.9218,2925.1682,2931.4951,77.5003,2.6437,23102482.37,57948282.457,2025-08-15 17:53:38
931752.CSI,20250815,2280.3275,2255.2374,2287.2007,2252.0935,2265.9034,14.4241,0.6366,21334566.3,33773434.238,2025-08-15 17:53:38
931755.CSI,20250815,1665.747,1634.8391,1671.5021,1634.8391,1640.8973,24.8497,1.5144,51633830.78,101418016.595,2025-08-15 17:53:38
931772.CSI,20250815,1563.8475,1535.7612,1568.9674,1535.7612,1540.091,23.7565,1.5425,38167840.82,81502483.603,2025-08-15 17:53:38
931775.CSI,20250815,2989.5304,2941.5894,2992.7093,2941.5894,2925.4828,64.0476,2.1893,42012348.91,27017652.446,2025-08-15 17:53:38
931778.CSI,20250815,1400.5879,1385.2242,1401.2702,1385.2242,1386.2285,14.3594,1.0359,11112253.07,12869795.802,2025-08-15 17:53:38
931787.CSI,20250815,1557.2255,1527.1106,1562.7704,1521.3267,1526.987,30.2385,1.9803,11485931.26,20058091.565,2025-08-15 19:11:49
931791.CSI,20250815,1650.3645,1648.4639,1656.752,1641.079,1651.95,-1.5855,-0.096,39659842.19,72479526.463,2025-08-15 17:53:38
931792.CSI,20250815,4188.5645,4126.67,4199.9185,4125.4179,4145.4174,43.1471,1.0408,7730291.3,31267735.805,2025-08-15 17:53:38
931793.CSI,20250815,3710.3354,3638.3316,3723.735,3627.1441,3667.8819,42.4535,1.1574,3792349.08,44644640.043,2025-08-15 17:53:38
931798.CSI,20250815,1549.1445,1492.6404,1554.9106,1492.6404,1491.7974,57.3471,3.8442,11947986.54,33416149.733,2025-08-15 17:53:38
931799.CSI,20250815,1195.0582,1185.9981,1198.9004,1184.896,1188.6108,6.4474,0.5424,78432892.59,185159344.888,2025-08-15 17:53:38
931802.CSI,20250815,1626.0559,1614.5825,1632.5067,1611.5217,1618.6658,7.3901,0.4566,36300397.01,151017541.977,2025-08-15 17:53:38
931823.CSI,20250815,1192.025,1187.9891,1195.6027,1186.0178,1188.9836,3.0414,0.2558,42155515.69,49907629.45,2025-08-15 17:53:38
931834.CSI,20250815,1669.8789,1651.9057,1673.5908,1649.5123,1658.9615,10.9174,0.6581,25002151.14,54491730.213,2025-08-15 17:53:38
931837.CSI,20250815,1251.2585,1243.7314,1253.562,1243.7314,1244.3012,6.9573,0.5591,26161537.69,51318523.823,2025-08-15 17:53:38
931840.CSI,20250815,1424.1107,1424.7905,1430.2388,1416.2865,1427.8036,-3.6929,-0.2586,39659842.0,10088823.9,2025-08-15 15:09:19
931841.CSI,20250815,3614.3409,3566.7389,3625.7005,3565.6567,3582.9425,31.3984,0.8763,7730291.0,4352328.1,2025-08-15 15:09:19
931842.CSI,20250815,3201.6737,3144.6611,3214.783,3134.9916,3170.2018,31.4719,0.9927,3792349.0,6214333.0,2025-08-15 15:09:19
931848.CSI,20250815,3207.942,3209.7694,3211.8529,3188.397,3212.3077,-4.3657,-0.1359,89657590.99,93518273.614,2025-08-15 17:53:38
931865.CSI,20250815,3459.9668,3393.7591,3470.5859,3372.4978,3416.6423,43.3245,1.268,7367848.55,47009223.307,2025-08-15 17:53:38
931866.CSI,20250815,1471.3967,1441.5665,1471.6029,1441.5665,1447.6498,23.7469,1.6404,13920356.83,30629531.931,2025-08-15 17:53:38
931892.CSI,20250815,2672.7795,2604.1863,2685.8542,2604.1863,2623.1981,49.5814,1.8901,31517754.44,52662727.021,2025-08-15 17:53:38
931897.CSI,20250815,1075.1818,1069.8482,1077.3158,1067.9676,1070.8419,4.3399,0.4053,22568970.18,16856136.572,2025-08-15 17:53:38
931992.CSI,20250815,1376.9322,1352.164,1378.5018,1348.4623,1357.6639,19.2683,1.4192,6838435.25,16885361.107,2025-08-15 17:53:38
931994.CSI,20250815,2026.9555,1971.7214,2031.7489,1971.4459,1975.836,51.1195,2.5872,20601028.75,31679874.906,2025-08-15 17:53:38
932000.CSI,20250815,3028.2287,2964.3028,3028.2287,2964.3028,2967.9281,60.3006,2.0317,396929535.51,569156888.842,2025-08-15 17:53:38
932004.CSI,20250815,1740.5957,1726.4961,1743.0314,1726.4039,1729.2048,11.3909,0.6587,159286274.37,195107885.792,2025-08-15 17:53:38
932021.CSI,20250815,5327.0629,5316.5572,5332.3367,5298.2288,5311.345,15.7179,0.2959,72133304.0,11197749.1,2025-08-15 15:09:19
932022.CSI,20250815,5557.4292,5546.4692,5562.9311,5527.3482,5541.0316,16.3976,0.2959,72133304.0,11197749.1,2025-08-15 15:09:19
932023.CSI,20250815,5533.8467,5522.9332,5539.3252,5503.8933,5517.5186,16.3281,0.2959,72133304.0,11197749.1,2025-08-15 15:09:19
932037.CSI,20250815,1316.7232,1305.2701,1319.9715,1305.2701,1306.1216,10.6016,0.8117,31824564.48,27940346.787,2025-08-15 17:53:38
932038.CSI,20250815,1376.6123,1360.8038,1378.0132,1360.8038,1364.5309,12.0814,0.8854,15181569.58,51243335.671,2025-08-15 17:53:38
932039.CSI,20250815,1547.0836,1532.4702,1549.7055,1532.4702,1529.7863,17.2973,1.1307,34599646.48,34985025.489,2025-08-15 17:53:38
932042.CSI,20250815,1818.0989,1796.9519,1818.1492,1795.5187,1800.1772,17.9217,0.9956,10187895.42,33329923.393,2025-08-15 20:03:07
932046.CSI,20250815,1633.8275,1579.0738,1639.5833,1579.0738,1579.9024,53.9251,3.4132,30121033.87,95049559.662,2025-08-15 17:53:38
932049.CSI,20250815,1187.7021,1183.8118,1191.1167,1178.4498,1184.3099,3.3922,0.2864,21847638.77,16332039.783,2025-08-15 20:03:07
932052.CSI,20250815,1488.4607,1475.4224,1490.3393,1475.4224,1477.3358,11.1249,0.753,29409673.06,49533727.431,2025-08-15 17:53:38
932056.CSI,20250815,3521.6271,3480.3935,3522.2161,3480.0063,3484.0959,37.5312,1.0772,79417994.57,88881805.36,2025-08-15 20:03:07
932066.CSI,20250815,3193.936,3127.6575,3203.2135,3120.3541,3148.7965,45.1395,1.4335,9227590.65,72647965.224,2025-08-15 17:53:38
932068.CSI,20250815,2703.2708,2655.4994,2717.1273,2652.7975,2665.1565,38.1143,1.4301,30173377.72,106417432.88,2025-08-15 17:53:38
932069.CSI,20250815,1143.0969,1116.1358,1144.639,1113.9781,1112.4842,30.6127,2.7517,15987916.19,22723686.694,2025-08-15 20:03:07
932075.CSI,20250815,9560.7406,9507.9562,9612.1619,9429.113,9519.7153,41.0253,0.431,104567851.54,151461456.782,2025-08-15 17:53:38
932076.CSI,20250815,2968.7569,2919.6461,2973.5539,2919.6461,2900.3749,68.382,2.3577,28681320.51,20404260.049,2025-08-15 17:53:38
932077.CSI,20250815,2233.9179,2222.7353,2237.1623,2222.2707,2223.5845,10.3334,0.4647,15505401.84,11256954.001,2025-08-15 17:53:38
932078.CSI,20250815,3870.1529,3774.0384,3877.9732,3774.0384,3787.8889,82.264,2.1718,188994769.61,228730384.301,2025-08-15 17:53:38
932079.CSI,20250815,3860.9765,3786.4623,3862.969,3786.4623,3795.2551,65.7214,1.7317,315386507.38,497082288.283,2025-08-15 17:53:38
932080.CSI,20250815,5480.3757,5399.6985,5482.5027,5397.4531,5409.5562,70.8195,1.3092,106667185.4,176379160.657,2025-08-15 17:53:38
932081.CSI,20250815,13676.8512,13610.5041,13699.6649,13564.6274,13626.2272,50.624,0.3715,30346486.92,51984964.39,2025-08-15 17:53:38
932082.CSI,20250815,10425.8419,10292.9295,10448.04,10255.8278,10313.1364,112.7055,1.0928,65086820.84,130714059.629,2025-08-15 17:53:38
932083.CSI,20250815,9340.3036,9258.6297,9390.6723,9204.2941,9271.7227,68.5809,0.7397,177381444.88,210036568.809,2025-08-15 17:53:38
932084.CSI,20250815,7019.0829,6842.7663,7022.4425,6842.5594,6870.5569,148.526,2.1618,183174956.19,490437359.916,2025-08-15 17:53:38
932085.CSI,20250815,8118.0682,8044.596,8134.4853,8038.6654,8065.0953,52.9729,0.6568,95870895.0,160706606.849,2025-08-15 17:53:38
932086.CSI,20250815,2543.7996,2523.7335,2547.5888,2522.1505,2526.67,17.1296,0.678,39993196.16,29462671.926,2025-08-15 17:53:38
932087.CSI,20250815,912.8779,889.043,916.2936,888.9996,894.9266,17.9513,2.0059,15468791.46,92784775.491,2025-08-15 17:53:38
932094.CSI,20250815,956.7057,921.8485,961.3776,919.9511,926.2195,30.4862,3.2915,43529488.53,112780733.588,2025-08-15 17:53:38
932152.CSI,20250815,1385.1102,1378.4417,1385.9489,1373.3941,1390.9964,-5.8862,-0.4232,83415810.26,150160649.191,2025-08-15 20:03:07
932153.CSI,20250815,1006.3571,1006.7718,1007.1022,1000.7302,1008.9817,-2.6246,-0.2601,152683326.53,138737479.265,2025-08-15 20:03:07
932216.CSI,20250815,4148.1435,4154.2991,4160.4224,4131.1737,4185.6815,-37.538,-0.8968,54550234.34,130100572.579,2025-08-15 20:03:07
932217.CSI,20250815,2351.8968,2327.6517,2359.4823,2318.2622,2331.2763,20.6205,0.8845,8556181.81,28334043.394,2025-08-15 17:53:38
932222.CSI,20250815,3262.5642,3193.6915,3262.5642,3193.6915,3197.5345,65.0297,2.0337,396929535.0,569156888.8,2025-08-15 15:09:19
932257.CSI,20250815,1207.497,1192.8463,1207.497,1192.8463,1198.3564,9.1406,0.7628,53222589.01,78966441.596,2025-08-15 17:53:38
932258.CSI,20250815,3887.2004,3864.7703,3891.9506,3864.167,3877.2121,9.9883,0.2576,26203898.0,18475395.9,2025-08-15 15:09:19
932263.CSI,20250815,2717.6471,2668.1674,2719.3687,2663.8692,2668.1315,49.5156,1.8558,9608132.31,27107199.732,2025-08-15 20:03:07
932266.CSI,20250815,1708.9528,1648.5508,1708.9528,1648.5508,1653.4677,55.4851,3.3557,27035558.74,49753813.685,2025-08-15 17:53:38
932305.CSI,20250815,10832.224,10751.6393,10837.416,10751.6393,10753.4723,78.7517,0.7323,12498862.71,13402697.29,2025-08-15 17:53:38
932306.CSI,20250815,2001.1772,1967.7598,2005.6926,1967.7598,1977.1617,24.0155,1.2146,58059613.31,172708061.977,2025-08-15 17:53:38
932308.CSI,20250815,2315.4452,2305.2711,2317.4574,2299.2086,2306.3882,9.057,0.3927,103262457.48,107018511.979,2025-08-15 17:53:38
932315.CSI,20250815,4109.7072,4068.038,4118.4794,4061.1237,4075.2502,34.457,0.8455,8889827.56,32069365.198,2025-08-15 17:53:38
932335.CSI,20250815,9813.1461,9896.7089,9896.7089,9770.8473,9916.5523,-103.4062,-1.0428,26782979.87,19026222.836,2025-08-15 20:03:07
932357.CSI,20250815,1509.5239,1471.2926,1509.5239,1471.2409,1478.3281,31.1958,2.1102,12187295.53,69972725.735,2025-08-15 17:53:38
932359.CSI,20250815,2716.627,2681.3257,2718.8465,2680.3958,2693.2932,23.3338,0.8664,17032121.54,59439107.016,2025-08-15 17:53:38
932365.CSI,20250815,4739.0923,4665.9448,4749.0238,4664.1877,4677.142,61.9503,1.3245,33750447.49,56506521.22,2025-08-15 17:53:38
932366.CSI,20250815,3053.8562,3042.4311,3063.5881,3035.6166,3047.0423,6.8139,0.2236,28054829.45,61507412.086,2025-08-15 17:53:38
932367.CSI,20250815,3095.46,3018.7655,3099.8396,3018.5909,3026.9879,68.4721,2.2621,19176052.07,31592720.261,2025-08-15 17:53:38
932368.CSI,20250815,4604.0712,4535.8445,4615.7388,4531.967,4546.7043,57.3669,1.2617,24739055.68,49796263.205,2025-08-15 17:53:38
932419.CSI,20250815,2608.8645,2578.4658,2609.0863,2578.4658,2586.1676,22.6969,0.8776,8715444.87,22634687.265,2025-08-15 17:53:38
932420.CSI,20250815,1483.3012,1472.0276,1484.895,1470.9352,1475.9853,7.3159,0.4957,14015657.7,13785534.414,2025-08-15 17:53:38
932536.CSI,20250815,2199.8892,2173.9781,2200.6968,2173.3028,2178.4262,21.463,0.9853,21156790.15,17562715.745,2025-08-15 17:53:38
933000.CSI,20250815,6897.4039,6856.3518,6921.2905,6847.0472,6886.2645,11.1394,0.1618,261327566.0,564305384.0,2025-08-15 15:09:19
950049.CSI,20250815,1110.7897,1073.6985,1112.4218,1073.2218,1076.551,34.2387,3.1804,12693882.08,37253218.125,2025-08-15 17:53:38
950081.CSI,20250815,1657.2585,1639.2642,1662.907,1635.5295,1643.8667,13.3918,0.8147,169543881.32,288713787.666,2025-08-15 17:53:38
950082.CSI,20250815,2623.3441,2588.1947,2631.8025,2588.1947,2594.8035,28.5406,1.0999,37465596.83,45237278.686,2025-08-15 17:53:38
950090.CSI,20250815,5879.5067,5836.565,5897.393,5814.527,5852.6603,26.8464,0.4587,42172254.0,100779892.04,2025-08-15 20:03:07
950092.CSI,20250815,5897.193,5827.9861,5907.4345,5817.1286,5844.7798,52.4132,0.8968,120760537.74,221641855.259,2025-08-15 20:03:07
950092.SH,20250815,5897.193,5827.9861,5907.4345,5817.1286,5844.7798,52.4132,0.8968,120760537.74,221641855.259,2025-08-15 20:03:07
950096.CSI,20250815,1461.4529,1440.7042,1465.7453,1438.5655,1445.9855,15.4674,1.0697,32250199.79,46719592.17,2025-08-15 17:53:38
950105.CSI,20250815,1471.6941,1419.4685,1487.248,1416.0599,1425.9051,45.789,3.2112,67880486.93,77416990.773,2025-08-15 17:53:38
950106.CSI,20250815,2188.2263,2131.9774,2188.2798,2131.9774,2131.9303,56.296,2.6406,22755627.85,41164878.105,2025-08-15 17:53:38
950107.CSI,20250815,3152.5276,3093.3056,3153.8966,3093.3056,3093.8581,58.6695,1.8963,16531847.55,40280559.442,2025-08-15 17:53:38
950125.CSI,20250815,1566.0249,1525.9635,1568.1904,1519.2175,1529.9763,36.0486,2.3562,3196011.98,18400138.721,2025-08-15 17:53:38
950125.SH,20250815,1566.0249,1525.9635,1568.1904,1519.2175,1529.9763,36.0486,2.3562,3196011.98,18400138.721,2025-08-15 17:53:38
950161.SH,20250815,1433.0912,1410.2392,1440.8035,1385.9992,1414.9375,18.1537,1.283,2348205.11,12571284.565,2025-08-15 17:53:38
950162.CSI,20250815,1505.4215,1467.4302,1516.1714,1466.2381,1474.4108,31.0107,2.1033,5539257.77,47714639.479,2025-08-15 17:53:38
950180.CSI,20250815,1910.3896,1875.2778,1915.7655,1875.2778,1886.0003,24.3893,1.2932,2987523.39,27597498.657,2025-08-15 17:53:38
950222.CSI,20250815,1407.9303,1365.9363,1411.051,1365.8484,1368.4902,39.4401,2.882,11645012.77,57117616.493,2025-08-15 17:53:38
950228.SH,20250815,1532.792,1503.4281,1534.6405,1503.4281,1506.9139,25.8781,1.7173,6068777.61,48157205.001,2025-08-15 17:53:38
950253.CSI,20250815,1126.0281,1096.566,1127.2838,1096.1215,1098.5277,27.5004,2.5034,10062615.25,37353242.565,2025-08-15 17:53:38
950333.CSI,20250815,1997.0988,1942.5216,1997.0988,1942.3048,1943.5003,53.5985,2.7578,11962610.87,24975841.799,2025-08-15 17:53:38
950333.SH,20250815,1997.0988,1942.5216,1997.0988,1942.3048,1943.5003,53.5985,2.7578,11962610.87,24975841.799,2025-08-15 17:53:38
950357.CSI,20250815,1519.5046,1470.7818,1526.1117,1469.6868,1472.8722,46.6324,3.1661,4734296.1,33534853.919,2025-08-15 17:53:38
950580.CSI,20250815,1800.0696,1761.581,1800.0862,1761.581,1764.5727,35.4969,2.0116,156955960.44,212170170.197,2025-08-15 17:53:38
970006.CNI,20250815,2417.8002,2359.6548,2424.9075,2359.6548,2368.98,48.8202,2.0608,50550337.0,218544012.6,2025-08-15 15:09:19
970007.CNI,20250815,2407.0319,2342.9888,2415.8915,2342.9888,2350.2617,56.7702,2.4155,50550337.0,27942700.0,2025-08-15 15:09:19
970026.CNI,20250815,12360.3999,12142.6387,12376.3773,12142.6387,12177.2329,183.167,1.5042,212056338.0,455377936.5,2025-08-15 15:09:19
970027.CNI,20250815,4991.7487,4917.4404,5004.7156,4912.2691,4930.3985,61.3502,1.2443,65593237.0,177774503.2,2025-08-15 15:09:19
970028.CNI,20250815,2673.1591,2597.5246,2682.6261,2597.5246,2601.2366,71.9225,2.7649,44974580.0,164329450.2,2025-08-15 15:09:19
970029.CNI,20250815,12168.3777,11972.7367,12197.2261,11971.5669,12004.4379,163.9398,1.3657,121037484.0,260825587.2,2025-08-15 15:09:19
970030.CNI,20250815,5414.9029,5356.554,5427.807,5350.0361,5373.0277,41.8752,0.7794,35241742.0,97801569.5,2025-08-15 15:09:19
970031.CNI,20250815,2781.82,2710.2811,2795.5609,2710.2811,2713.3756,68.4444,2.5225,32215760.0,115881041.0,2025-08-15 15:09:19
970032.CNI,20250815,1315.7774,1297.0124,1318.5143,1296.8642,1300.5193,15.2581,1.1732,115273511.0,302609261.4,2025-08-15 15:09:19
970033.CNI,20250815,1257.6334,1243.077,1261.3827,1241.1466,1247.0993,10.5341,0.8447,34233616.0,126426047.3,2025-08-15 15:09:19
970034.CNI,20250815,2225.154,2167.4851,2235.4595,2167.4851,2169.4197,55.7343,2.5691,28687489.0,131123792.0,2025-08-15 15:09:19
970035.CNI,20250815,2752.7616,2647.577,2766.1173,2647.577,2651.8475,100.9141,3.8054,16023407.0,35869836.9,2025-08-15 15:09:19
970036.CNI,20250815,7738.5231,7498.1001,7762.369,7498.1001,7519.5472,218.9759,2.9121,23168899.0,71780495.2,2025-08-15 15:09:19
970037.CNI,20250815,2569.6112,2522.7815,2571.8428,2522.7815,2532.4718,37.1394,1.4665,19292699.0,50186050.8,2025-08-15 15:09:19
970038.CNI,20250815,2290.7565,2267.67,2296.6122,2265.0164,2271.8519,18.9046,0.8321,10591099.0,23874228.2,2025-08-15 15:09:19
970039.CNI,20250815,4477.4244,4350.4688,4495.5475,4350.4688,4355.2665,122.1579,2.8048,18531457.0,48560055.2,2025-08-15 15:09:19
970040.CNI,20250815,3672.1008,3569.2504,3672.1008,3569.2504,3579.5596,92.5412,2.5853,14773913.0,34642929.6,2025-08-15 15:09:19
970041.CNI,20250815,2531.7287,2491.0308,2535.1943,2484.1163,2495.8867,35.842,1.436,20541506.0,26675845.6,2025-08-15 15:09:19
970042.CNI,20250815,3006.5566,2925.5731,3015.9611,2925.5731,2928.7743,77.7823,2.6558,19833379.0,52848580.9,2025-08-15 15:09:19
970043.CNI,20250815,4418.9896,4274.9809,4430.947,4274.9809,4288.062,130.9276,3.0533,21786626.0,64420267.2,2025-08-15 15:09:19
970046.CNI,20250815,1922.6088,1896.8752,1926.799,1896.8752,1907.2351,15.3737,0.8061,38153242.0,59871692.3,2025-08-15 15:09:19
970047.CNI,20250815,1066.9228,1053.5809,1069.5349,1052.233,1059.1052,7.8176,0.7381,24779411.0,35110440.3,2025-08-15 15:09:19
970048.CNI,20250815,1684.247,1658.4003,1690.5693,1658.4003,1659.9491,24.2979,1.4638,29126779.0,50094344.8,2025-08-15 15:09:19
970049.CNI,20250815,4212.9993,4141.691,4212.9993,4141.691,4151.3852,61.6141,1.4842,9787171.0,20298643.7,2025-08-15 15:09:19
970050.CNI,20250815,3274.5602,3214.7371,3275.2643,3214.7371,3219.8408,54.7194,1.6994,18923130.0,30564607.5,2025-08-15 15:09:19
970051.CNI,20250815,9618.48,9469.4952,9631.1857,9469.4952,9530.3261,88.1539,0.925,24497160.0,94375820.9,2025-08-15 15:09:19
970052.CNI,20250815,3705.4957,3622.6334,3715.9231,3617.0346,3641.7634,63.7323,1.75,34249122.0,65386951.3,2025-08-15 15:09:19
970053.CNI,20250815,3943.3589,3819.9936,3943.9182,3816.4466,3839.0048,104.3541,2.7183,23495647.0,71983230.1,2025-08-15 15:09:19
970054.CNI,20250815,3160.5102,3047.9146,3176.2464,3047.9146,3048.604,111.9062,3.6707,13741837.0,36566421.1,2025-08-15 15:09:19
970055.CNI,20250815,1327.6527,1306.7357,1328.0178,1306.7357,1309.0178,18.6349,1.4236,26448943.0,36147639.7,2025-08-15 15:09:19
970056.CNI,20250815,1637.8673,1611.2318,1642.8424,1611.2318,1618.3363,19.531,1.2069,21072324.0,70483089.4,2025-08-15 15:09:19
970057.CNI,20250815,2710.7297,2658.5778,2719.9187,2658.5778,2666.5291,44.2006,1.6576,43412132.0,159178098.1,2025-08-15 15:09:19
970058.CNI,20250815,1612.848,1586.76,1617.7057,1586.76,1590.2292,22.6188,1.4224,37001796.0,124675387.9,2025-08-15 15:09:19
970059.CNI,20250815,4507.951,4334.6312,4518.7152,4334.6312,4345.7577,162.1933,3.7322,32733594.0,120476751.0,2025-08-15 15:09:19
970060.CNI,20250815,1613.1178,1589.2973,1624.1958,1589.2973,1589.5892,23.5286,1.4802,14422603.0,71513982.3,2025-08-15 15:09:19
970061.CNI,20250815,1581.3562,1572.6377,1581.4056,1569.9989,1572.8123,8.5439,0.5432,13902146.0,24958164.2,2025-08-15 15:09:19
